latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
10.790861,76.6313,88.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),wind_speed_10m_max (km/h),temperature_2m_mean (°C)
2020-02-25,37.3,24.4,0.00,17.4,29.5
2020-02-26,37.1,24.5,0.00,20.5,29.9
2020-02-27,37.0,25.1,0.00,18.7,30.3
2020-02-28,36.2,25.1,0.10,23.4,29.9
2020-02-29,35.2,25.0,0.60,21.2,29.4
2020-03-01,36.8,24.4,7.90,20.9,29.5
2020-03-02,33.8,24.3,6.10,15.4,27.8
2020-03-03,32.5,24.0,4.10,14.7,27.5
2020-03-04,31.9,24.3,2.50,9.6,27.4
2020-03-05,31.5,24.0,3.20,12.9,27.3
2020-03-06,32.5,23.9,0.70,14.8,27.9
2020-03-07,33.2,24.3,0.60,14.8,28.1
2020-03-08,33.3,24.5,1.00,14.0,28.3
2020-03-09,33.2,25.0,2.80,17.6,28.0
2020-03-10,36.9,25.0,1.70,14.5,29.7
2020-03-11,37.0,24.7,0.00,17.1,29.5
2020-03-12,38.2,24.2,0.00,19.9,29.8
2020-03-13,38.2,24.4,0.00,17.4,30.2
2020-03-14,38.5,24.7,0.00,17.6,30.5
2020-03-15,38.5,25.4,0.00,17.3,30.5
2020-03-16,38.3,25.8,0.00,18.0,30.8
2020-03-17,38.0,25.5,0.00,22.7,31.3
2020-03-18,39.2,25.0,0.00,21.7,31.1
2020-03-19,39.7,25.7,0.00,20.4,31.1
2020-03-20,35.0,25.2,0.90,15.7,29.4
2020-03-21,35.7,23.9,5.80,15.9,28.9
2020-03-22,34.2,24.4,0.30,13.8,28.5
2020-03-23,34.2,25.1,1.70,12.5,28.8
2020-03-24,36.8,24.3,1.50,20.4,29.2
2020-03-25,30.0,24.0,0.30,14.7,26.7
2020-03-26,38.1,24.2,0.00,14.3,29.9
2020-03-27,38.3,25.0,0.00,18.0,30.3
2020-03-28,39.2,25.4,0.00,23.4,30.7
2020-03-29,37.2,25.2,0.20,20.5,29.8
2020-03-30,40.2,25.5,0.00,22.8,31.3
2020-03-31,40.1,25.8,0.00,18.0,31.6
2020-04-01,39.8,25.7,0.00,22.3,31.6
2020-04-02,40.5,25.9,0.00,21.3,31.8
2020-04-03,39.3,26.3,0.00,17.1,31.5
2020-04-04,39.8,26.4,0.00,24.0,31.4
2020-04-05,36.8,24.9,2.40,19.9,29.5
2020-04-06,36.6,23.5,6.70,16.3,29.4
2020-04-07,32.3,24.0,0.00,17.3,28.0
2020-04-08,33.8,25.7,3.10,18.4,28.6
2020-04-09,35.5,24.2,5.70,14.8,28.7
2020-04-10,35.6,23.7,0.10,15.7,29.5
2020-04-11,37.3,25.5,0.00,17.0,30.7
2020-04-12,39.0,25.6,0.00,16.0,30.6
2020-04-13,39.2,26.0,0.00,19.2,31.3
2020-04-14,39.5,24.5,0.90,18.7,31.3
2020-04-15,36.0,25.0,0.20,20.9,29.7
2020-04-16,36.0,25.6,0.60,21.3,29.9
2020-04-17,36.8,26.1,1.00,18.4,30.3
2020-04-18,35.7,25.8,0.70,19.0,29.8
2020-04-19,38.9,25.5,1.40,19.5,30.5
2020-04-20,39.5,25.8,0.00,24.3,31.2
2020-04-21,35.8,26.0,0.40,19.8,30.3
2020-04-22,35.6,25.4,4.00,17.6,29.3
2020-04-23,36.8,25.5,3.20,20.3,29.7
2020-04-24,32.9,25.7,2.60,15.2,29.2
2020-04-25,35.7,25.5,0.10,20.5,30.3
2020-04-26,36.5,25.0,3.60,15.2,29.3
2020-04-27,35.8,25.2,1.00,19.4,30.1
2020-04-28,35.5,23.4,28.90,14.2,29.0
2020-04-29,32.8,24.1,1.20,10.7,27.9
2020-04-30,33.0,25.5,17.70,12.8,28.4
2020-05-01,34.8,25.3,4.80,18.6,29.5
2020-05-02,35.4,24.8,4.00,13.6,29.5
2020-05-03,35.5,25.7,0.60,13.4,29.6
2020-05-04,36.7,26.1,0.40,16.6,30.6
2020-05-05,39.8,26.2,0.10,17.6,31.0
2020-05-06,36.8,26.7,0.60,15.3,30.4
2020-05-07,35.8,25.5,6.20,18.0,28.9
2020-05-08,34.2,26.0,1.90,16.6,29.1
2020-05-09,37.3,26.0,1.10,18.4,30.0
2020-05-10,36.1,26.0,0.40,19.5,30.0
2020-05-11,37.1,26.4,0.90,19.9,30.1
2020-05-12,37.8,24.9,3.70,17.6,29.5
2020-05-13,33.2,25.0,3.40,19.1,28.4
2020-05-14,34.8,24.8,1.80,16.6,28.8
2020-05-15,31.9,24.3,2.30,16.6,27.4
2020-05-16,33.5,24.9,0.20,16.8,28.6
2020-05-17,32.7,24.1,11.20,16.2,27.1
2020-05-18,28.0,24.1,3.90,23.5,26.0
2020-05-19,30.1,24.0,6.80,24.1,27.0
2020-05-20,30.9,24.7,6.20,21.6,27.3
2020-05-21,32.4,25.0,2.70,20.1,27.4
2020-05-22,31.9,25.5,1.40,17.7,28.1
2020-05-23,32.7,25.9,3.10,20.9,28.4
2020-05-24,32.6,25.6,1.40,20.9,28.9
2020-05-25,34.3,24.9,0.80,19.1,29.0
2020-05-26,33.8,24.6,1.70,17.9,28.7
2020-05-27,32.2,24.1,11.60,16.7,27.4
2020-05-28,30.2,25.2,9.20,18.5,27.0
2020-05-29,30.7,24.9,2.90,16.9,27.0
2020-05-30,31.8,24.2,10.70,16.1,27.1
2020-05-31,32.2,24.5,4.90,19.6,27.5
2020-06-01,30.7,23.6,15.30,17.9,26.4
2020-06-02,26.8,23.6,19.70,19.3,24.9
2020-06-03,29.6,23.5,18.60,19.8,25.6
2020-06-04,29.6,23.5,15.10,18.0,25.4
2020-06-05,28.2,23.2,16.30,17.3,25.1
2020-06-06,28.0,23.0,30.70,20.9,24.9
2020-06-07,26.6,22.9,33.60,15.3,24.2
2020-06-08,30.5,23.2,2.20,18.8,26.4
2020-06-09,28.5,24.2,5.60,21.0,26.0
2020-06-10,30.0,23.3,12.80,21.3,25.6
2020-06-11,25.9,22.8,18.00,17.9,24.1
2020-06-12,26.4,22.6,25.50,16.1,24.3
2020-06-13,28.6,23.3,26.90,21.7,25.0
2020-06-14,27.7,23.5,10.40,20.0,25.0
2020-06-15,26.4,23.5,8.20,17.8,24.9
2020-06-16,26.7,23.7,15.50,17.7,24.9
2020-06-17,27.4,23.5,13.10,20.5,24.8
2020-06-18,29.0,23.2,7.60,19.0,25.2
2020-06-19,28.1,23.6,7.20,22.1,25.5
2020-06-20,29.8,23.8,13.90,20.9,26.0
2020-06-21,28.0,23.5,10.00,21.0,24.8
2020-06-22,26.2,23.0,8.60,18.5,24.2
2020-06-23,29.0,23.0,0.60,17.4,26.0
2020-06-24,28.9,23.6,14.50,17.7,25.3
2020-06-25,29.5,23.4,19.30,14.2,25.3
2020-06-26,28.6,23.5,13.60,20.1,25.1
2020-06-27,27.6,23.1,14.10,19.1,25.0
2020-06-28,29.5,23.7,10.70,20.1,25.5
2020-06-29,29.1,23.0,31.90,19.5,25.0
2020-06-30,29.0,22.8,19.70,20.2,25.4
2020-07-01,27.0,23.5,10.70,17.6,25.0
2020-07-02,28.4,22.6,22.50,19.5,24.8
2020-07-03,26.1,23.0,25.10,22.5,23.9
2020-07-04,26.9,23.4,23.40,20.6,24.6
2020-07-05,27.0,23.0,22.50,20.4,24.4
2020-07-06,27.5,23.2,16.80,23.4,24.8
2020-07-07,28.1,22.8,7.10,19.8,24.7
2020-07-08,28.6,22.5,8.50,20.8,25.1
2020-07-09,28.8,22.9,11.50,18.0,25.4
2020-07-10,27.4,23.0,14.70,17.6,24.6
2020-07-11,28.8,23.0,25.50,19.2,25.0
2020-07-12,29.7,22.9,8.50,19.8,25.6
2020-07-13,28.2,23.0,6.60,20.8,24.9
2020-07-14,30.4,23.2,1.60,22.0,26.1
2020-07-15,27.0,22.7,20.30,19.8,24.6
2020-07-16,25.6,22.6,26.90,20.5,23.6
2020-07-17,25.5,22.6,27.40,20.2,23.6
2020-07-18,30.1,22.9,11.40,18.7,25.3
2020-07-19,29.3,23.1,2.20,15.2,26.0
2020-07-20,29.0,23.5,22.40,16.0,25.1
2020-07-21,30.7,23.3,9.20,14.4,26.8
2020-07-22,29.8,23.9,1.40,11.5,26.2
2020-07-23,29.4,23.5,12.50,15.4,25.8
2020-07-24,29.0,23.9,6.40,18.6,25.3
2020-07-25,28.4,23.5,16.10,20.3,24.8
2020-07-26,27.7,23.4,5.50,18.6,25.2
2020-07-27,29.8,23.4,1.60,19.8,26.3
2020-07-28,29.5,23.3,10.40,18.9,25.3
2020-07-29,25.5,22.5,57.60,19.0,23.6
2020-07-30,26.1,22.6,26.80,19.5,23.9
2020-07-31,27.5,22.6,29.00,19.8,24.4
2020-08-01,27.8,22.9,52.90,21.0,24.3
2020-08-02,24.3,22.1,60.40,20.6,23.2
2020-08-03,26.5,22.5,74.80,23.2,23.7
2020-08-04,26.1,22.5,65.30,29.9,24.2
2020-08-05,27.4,23.1,60.50,36.6,24.6
2020-08-06,28.0,22.5,72.20,28.8,24.4
2020-08-07,25.9,22.3,25.90,22.3,23.7
2020-08-08,24.7,22.3,27.30,18.5,23.4
2020-08-09,23.6,22.2,105.80,18.0,22.8
2020-08-10,24.0,22.3,32.50,19.1,23.2
2020-08-11,28.0,22.5,17.90,21.6,24.3
2020-08-12,27.6,23.1,4.90,21.2,25.1
2020-08-13,28.0,23.3,4.20,20.6,25.2
2020-08-14,27.6,23.0,7.30,19.1,24.8
2020-08-15,27.1,23.1,13.40,18.3,24.5
2020-08-16,27.2,23.1,6.60,19.9,24.7
2020-08-17,28.2,22.8,7.00,21.6,24.9
2020-08-18,28.1,22.8,6.20,20.4,25.0
2020-08-19,30.0,23.2,1.50,20.0,26.1
2020-08-20,28.9,23.7,3.20,21.4,25.7
2020-08-21,29.2,23.3,3.10,19.9,26.0
2020-08-22,29.8,23.2,3.80,17.8,26.4
2020-08-23,29.1,23.9,5.90,18.7,26.0
2020-08-24,30.4,23.9,5.50,15.9,26.1
2020-08-25,31.2,23.8,0.30,15.8,26.9
2020-08-26,30.4,24.0,1.30,17.3,26.6
2020-08-27,31.2,23.6,0.10,19.2,26.5
2020-08-28,31.6,23.5,0.00,18.6,26.6
2020-08-29,30.2,23.2,3.70,18.0,26.2
2020-08-30,30.5,23.7,4.40,17.9,26.2
2020-08-31,30.3,23.6,9.50,14.6,26.0
2020-09-01,29.1,23.6,18.30,14.7,25.9
2020-09-02,27.6,23.2,51.30,12.5,24.8
2020-09-03,30.5,23.4,7.10,15.1,26.1
2020-09-04,30.2,23.9,1.80,14.0,26.5
2020-09-05,29.5,23.6,14.90,9.9,26.0
2020-09-06,28.6,23.0,16.70,16.5,25.0
2020-09-07,28.1,22.6,8.70,20.0,24.9
2020-09-08,28.0,23.8,14.10,17.4,25.5
2020-09-09,27.2,22.8,31.00,17.4,24.5
2020-09-10,24.7,22.4,63.90,18.9,23.4
2020-09-11,26.4,22.3,56.50,22.1,23.7
2020-09-12,25.8,22.9,19.40,19.5,23.8
2020-09-13,25.0,22.5,19.20,18.0,23.6
2020-09-14,27.4,22.4,17.10,23.4,24.1
2020-09-15,25.3,23.0,8.40,17.7,23.9
2020-09-16,27.8,23.1,9.90,21.0,24.6
2020-09-17,28.5,23.3,17.40,22.4,24.7
2020-09-18,26.9,22.9,19.00,24.5,24.6
2020-09-19,26.0,21.6,92.30,29.5,23.5
2020-09-20,24.8,21.9,76.50,26.5,23.2
2020-09-21,25.8,22.0,50.00,31.2,23.6
2020-09-22,26.0,23.0,32.10,28.2,24.1
2020-09-23,28.1,23.1,11.30,20.5,24.6
2020-09-24,28.2,23.2,11.60,15.5,25.1
2020-09-25,28.5,23.6,16.70,16.6,25.0
2020-09-26,27.8,23.5,5.60,14.4,25.0
2020-09-27,28.4,23.1,3.60,16.6,25.3
2020-09-28,29.5,23.0,1.70,18.2,25.9
2020-09-29,27.8,23.0,10.10,18.4,24.7
2020-09-30,27.5,22.9,8.90,19.8,24.6
2020-10-01,30.0,22.7,2.00,19.4,25.5
2020-10-02,29.1,22.6,3.30,18.7,25.3
2020-10-03,28.8,22.9,2.30,19.5,25.2
2020-10-04,27.5,21.1,3.40,19.5,24.5
2020-10-05,30.1,20.8,0.50,18.8,25.6
2020-10-06,29.8,22.8,34.60,18.9,25.5
2020-10-07,29.3,23.2,27.80,16.2,25.4
2020-10-08,30.0,23.1,16.40,16.3,25.1
2020-10-09,29.2,22.9,9.70,15.5,25.5
2020-10-10,28.1,22.8,23.30,17.6,24.8
2020-10-11,25.4,22.4,23.30,20.5,23.7
2020-10-12,25.5,23.0,39.70,23.1,23.8
2020-10-13,26.5,23.0,26.70,25.8,24.2
2020-10-14,27.5,22.9,17.50,25.2,24.4
2020-10-15,27.6,23.0,19.20,20.8,24.6
2020-10-16,27.5,23.1,19.50,20.9,24.6
2020-10-17,29.0,23.3,9.30,16.3,25.3
2020-10-18,29.0,23.4,5.30,14.0,25.5
2020-10-19,29.2,23.0,11.60,16.3,25.4
2020-10-20,27.2,23.0,15.80,15.6,24.6
2020-10-21,27.4,22.6,7.30,18.9,24.7
2020-10-22,28.7,22.6,2.30,20.5,25.2
2020-10-23,28.1,21.9,1.50,18.4,24.8
2020-10-24,29.5,21.0,0.00,18.8,25.2
2020-10-25,30.1,21.6,0.10,13.7,25.4
2020-10-26,29.8,22.9,1.90,10.9,26.1
2020-10-27,30.0,23.4,7.00,14.8,26.1
2020-10-28,30.5,22.9,9.50,10.9,26.3
2020-10-29,30.4,22.9,3.70,12.3,26.3
2020-10-30,31.3,23.4,1.00,12.3,26.4
2020-10-31,30.4,23.6,0.00,13.2,26.7
2020-11-01,30.5,23.1,7.00,12.9,26.3
2020-11-02,30.1,23.5,2.60,12.2,26.1
2020-11-03,29.8,23.5,5.20,11.5,26.0
2020-11-04,30.9,23.4,4.10,11.9,26.3
2020-11-05,31.0,23.2,3.50,13.8,26.3
2020-11-06,31.0,23.9,0.00,20.9,27.2
2020-11-07,31.5,24.1,0.10,18.4,27.7
2020-11-08,30.7,24.0,1.70,19.9,26.9
2020-11-09,31.4,24.0,0.00,16.9,26.9
2020-11-10,31.1,22.0,0.00,20.5,25.7
2020-11-11,32.2,22.5,0.20,18.5,26.9
2020-11-12,32.8,24.0,0.20,18.8,28.3
2020-11-13,31.6,24.0,1.10,17.6,27.1
2020-11-14,31.8,23.5,0.00,24.2,27.7
2020-11-15,30.5,24.0,17.60,20.3,26.2
2020-11-16,30.0,23.5,5.10,18.7,26.1
2020-11-17,29.1,23.3,11.50,26.1,25.8
2020-11-18,30.5,23.6,1.50,20.7,26.7
2020-11-19,30.5,23.3,0.00,22.6,26.7
2020-11-20,30.5,22.9,0.00,18.1,26.4
2020-11-21,30.5,21.6,0.00,16.9,25.5
2020-11-22,30.8,20.4,0.00,16.0,25.4
2020-11-23,31.2,22.3,0.00,16.2,26.0
2020-11-24,31.4,21.3,0.00,13.1,26.5
2020-11-25,31.5,23.0,2.50,11.0,26.8
2020-11-26,29.4,22.8,9.70,19.4,25.6
2020-11-27,31.0,22.5,2.80,14.6,25.9
2020-11-28,30.7,22.7,0.40,18.1,26.6
2020-11-29,32.0,23.6,0.00,20.5,27.4
2020-11-30,32.6,23.5,0.00,21.6,27.7
2020-12-01,31.9,23.1,0.00,22.7,26.9
2020-12-02,32.5,23.4,0.30,20.2,27.0
2020-12-03,24.3,22.6,33.90,11.9,23.4
2020-12-04,25.2,22.5,31.40,15.0,23.8
2020-12-05,28.6,22.8,0.30,14.2,25.1
2020-12-06,30.4,23.1,8.90,19.8,25.9
2020-12-07,27.6,23.0,13.90,17.7,24.9
2020-12-08,29.8,23.6,0.20,23.2,26.3
2020-12-09,30.5,23.1,0.00,23.4,26.5
2020-12-10,30.5,22.4,0.00,21.1,26.1
2020-12-11,29.9,22.0,0.00,19.1,25.8
2020-12-12,30.2,21.2,0.00,19.8,25.2
2020-12-13,30.4,21.6,0.00,19.1,25.4
2020-12-14,30.4,22.2,0.00,20.5,25.7
2020-12-15,30.9,22.2,0.10,20.2,26.5
2020-12-16,30.5,23.2,0.90,22.0,26.2
2020-12-17,25.8,23.0,6.30,16.9,24.5
2020-12-18,30.2,23.1,0.10,21.3,26.0
2020-12-19,30.8,22.2,0.00,29.0,26.1
2020-12-20,30.8,21.8,0.00,27.9,25.7
2020-12-21,29.8,21.4,0.00,28.4,25.4
2020-12-22,28.8,21.9,0.60,22.9,25.3
2020-12-23,29.8,23.1,0.10,22.4,26.0
2020-12-24,32.5,22.8,0.00,20.5,27.2
2020-12-25,31.8,22.9,0.00,23.1,26.9
2020-12-26,31.9,21.8,0.00,22.0,26.1
2020-12-27,33.3,21.6,0.00,19.2,27.1
2020-12-28,33.0,23.4,0.00,18.7,26.9
2020-12-29,31.1,23.3,2.80,19.7,26.6
2020-12-30,33.6,23.5,0.00,25.7,27.9
2020-12-31,30.9,22.3,7.40,26.0,25.6
2021-01-01,30.7,21.8,0.00,26.0,25.6
2021-01-02,32.2,21.4,0.00,25.6,26.3
2021-01-03,31.2,23.4,1.30,24.8,26.2
2021-01-04,31.7,23.5,0.00,25.7,26.8
2021-01-05,32.7,23.7,0.10,26.3,27.4
2021-01-06,31.8,23.0,19.80,19.6,26.1
2021-01-07,30.5,23.1,0.90,23.4,26.2
2021-01-08,30.1,23.6,4.50,15.2,26.3
2021-01-09,30.9,23.6,1.00,19.1,26.5
2021-01-10,30.0,23.2,6.70,20.9,25.8
2021-01-11,26.8,22.4,4.70,14.4,24.1
2021-01-12,26.6,22.2,9.00,16.6,23.9
2021-01-13,29.1,22.8,0.90,21.7,25.2
2021-01-14,29.8,23.1,0.30,25.6,26.0
2021-01-15,29.5,23.3,0.20,24.9,26.0
2021-01-16,30.5,23.0,0.20,20.6,26.3
2021-01-17,31.3,21.9,0.00,20.2,26.1
2021-01-18,29.5,21.7,0.00,24.1,24.9
2021-01-19,30.5,21.3,0.00,19.1,25.5
2021-01-20,32.7,22.4,0.00,16.2,26.9
2021-01-21,32.9,23.2,0.00,15.8,27.8
2021-01-22,32.1,23.5,0.00,17.3,27.9
2021-01-23,32.5,23.4,0.00,20.3,27.8
2021-01-24,32.6,22.6,0.00,18.8,27.2
2021-01-25,32.2,22.0,0.00,20.3,26.5
2021-01-26,32.5,21.9,0.00,20.9,26.6
2021-01-27,32.5,21.9,0.00,20.9,26.6
2021-01-28,32.5,22.0,0.00,22.0,26.7
2021-01-29,33.0,22.8,0.00,20.5,27.5
2021-01-30,33.6,23.4,0.00,19.8,28.6
2021-01-31,34.0,23.9,0.00,23.1,28.6
2021-02-01,34.1,23.1,0.00,24.5,28.2
2021-02-02,34.2,23.0,0.00,26.0,28.3
2021-02-03,33.7,23.6,0.00,24.2,28.2
2021-02-04,33.8,22.9,0.00,23.4,27.9
2021-02-05,34.1,22.5,0.00,19.8,28.1
2021-02-06,34.5,22.5,0.00,22.7,28.2
2021-02-07,35.2,22.6,0.00,22.3,28.3
2021-02-08,34.5,22.1,0.00,25.6,27.7
2021-02-09,34.0,22.0,0.00,26.6,27.5
2021-02-10,33.9,21.8,0.00,22.4,27.1
2021-02-11,34.3,21.5,0.00,21.2,27.3
2021-02-12,34.2,21.2,0.00,21.3,26.7
2021-02-13,35.5,21.5,0.00,20.2,27.3
2021-02-14,35.5,22.1,0.00,17.7,27.9
2021-02-15,36.0,22.6,0.30,15.9,28.6
2021-02-16,34.3,23.2,0.80,17.7,28.0
2021-02-17,36.0,24.0,0.30,18.3,28.7
2021-02-18,34.8,24.2,0.00,22.0,28.6
2021-02-19,34.8,23.7,0.20,21.2,28.3
2021-02-20,32.4,23.6,0.10,22.1,27.4
2021-02-21,32.0,23.3,0.10,24.5,27.6
2021-02-22,34.4,23.9,0.00,21.6,28.7
2021-02-23,35.3,24.2,0.00,20.2,29.2
2021-02-24,35.9,24.4,0.00,18.4,29.2
2021-02-25,36.0,24.5,0.10,20.9,29.2
2021-02-26,34.5,25.0,0.60,14.8,29.1
2021-02-27,37.9,24.2,0.00,18.4,30.0
2021-02-28,38.8,23.4,0.00,20.2,30.3
2021-03-01,37.8,23.9,0.00,19.5,29.7
2021-03-02,37.6,22.5,0.00,21.7,30.2
2021-03-03,37.2,23.5,0.00,22.7,29.8
2021-03-04,35.8,23.4,0.00,22.0,28.6
2021-03-05,37.3,23.4,0.00,16.9,29.2
2021-03-06,38.4,24.2,0.00,21.7,30.1
2021-03-07,38.8,24.4,0.00,18.4,30.3
2021-03-08,37.8,25.0,0.00,18.7,30.2
2021-03-09,37.8,25.1,0.20,20.9,30.1
2021-03-10,37.2,23.8,1.30,19.9,29.7
2021-03-11,35.6,23.5,1.80,13.9,28.8
2021-03-12,37.3,24.2,0.20,19.2,30.2
2021-03-13,37.0,24.1,0.00,18.4,30.0
2021-03-14,37.5,23.5,0.00,23.8,30.1
2021-03-15,38.2,23.6,0.00,17.7,30.3
2021-03-16,38.3,24.0,0.00,18.4,30.6
2021-03-17,38.5,24.5,0.00,19.5,30.6
2021-03-18,38.8,24.5,0.00,16.7,30.7
2021-03-19,38.0,24.5,0.00,18.4,30.3
2021-03-20,37.7,25.1,0.00,25.2,29.8
2021-03-21,37.0,25.0,0.10,23.8,29.7
2021-03-22,39.0,25.4,0.10,22.0,30.5
2021-03-23,39.2,25.2,0.00,20.8,31.3
2021-03-24,38.8,25.3,0.00,20.5,31.2
2021-03-25,38.9,24.8,0.00,19.8,31.1
2021-03-26,39.2,25.1,0.00,18.1,31.5
2021-03-27,39.6,26.0,0.80,21.5,31.5
2021-03-28,37.3,25.7,0.10,23.4,29.6
2021-03-29,39.5,24.5,4.10,18.0,29.3
2021-03-30,36.0,24.9,0.00,13.7,29.9
2021-03-31,35.4,25.9,1.10,22.4,29.1
2021-04-01,35.3,24.9,0.70,22.5,29.0
2021-04-02,36.0,25.0,0.00,22.1,29.4
2021-04-03,34.8,25.2,0.50,19.5,29.0
2021-04-04,35.3,24.9,0.10,18.5,29.6
2021-04-05,36.3,25.5,0.10,16.5,30.2
2021-04-06,39.9,26.0,0.00,18.4,31.2
2021-04-07,39.7,24.8,0.90,21.7,31.0
2021-04-08,35.6,25.2,0.10,17.5,29.7
2021-04-09,38.4,25.2,0.10,22.7,30.1
2021-04-10,38.2,25.0,0.00,14.9,30.8
2021-04-11,36.5,24.7,1.30,19.7,29.3
2021-04-12,33.4,24.5,3.10,13.8,27.7
2021-04-13,33.5,24.0,4.80,13.3,27.8
2021-04-14,32.0,24.0,11.90,14.0,27.0
2021-04-15,30.8,23.5,8.30,15.6,26.9
2021-04-16,32.3,23.8,7.10,20.0,27.0
2021-04-17,32.5,24.1,3.70,13.7,28.0
2021-04-18,30.5,24.6,8.00,15.2,26.8
2021-04-19,33.3,23.1,2.70,19.6,27.6
2021-04-20,32.7,23.4,0.50,15.9,27.5
2021-04-21,33.5,24.7,1.00,16.5,28.1
2021-04-22,34.5,24.8,0.50,15.2,28.4
2021-04-23,33.7,24.0,3.80,18.1,28.2
2021-04-24,33.6,24.5,3.40,12.6,28.4
2021-04-25,34.2,24.4,0.70,12.7,28.4
2021-04-26,33.9,24.8,3.70,16.9,28.3
2021-04-27,33.0,25.5,0.80,17.4,28.2
2021-04-28,33.8,24.8,0.50,16.2,28.5
2021-04-29,33.9,24.9,0.80,17.3,28.6
2021-04-30,35.5,25.0,1.20,15.1,29.1
2021-05-01,36.3,24.5,2.60,17.0,28.7
2021-05-02,33.7,24.1,2.60,15.6,28.4
2021-05-03,33.0,23.8,5.00,13.5,27.6
2021-05-04,30.1,24.4,2.80,12.4,26.9
2021-05-05,34.8,24.7,0.20,17.0,29.2
2021-05-06,36.0,24.4,7.00,14.7,28.4
2021-05-07,33.5,24.0,6.10,17.7,27.6
2021-05-08,36.2,24.4,1.90,17.0,29.5
2021-05-09,34.2,25.0,2.30,17.6,28.7
2021-05-10,33.0,25.1,5.20,16.7,27.7
2021-05-11,31.1,25.0,4.30,18.3,27.1
2021-05-12,30.1,24.9,2.40,16.2,26.7
2021-05-13,30.6,24.3,5.40,18.3,26.4
2021-05-14,28.5,23.6,85.40,20.7,25.6
2021-05-15,26.0,23.2,81.20,23.2,24.3
2021-05-16,27.1,23.2,41.00,18.4,24.7
2021-05-17,29.1,24.2,13.90,14.5,26.3
2021-05-18,30.1,24.6,19.10,17.0,26.3
2021-05-19,30.4,23.9,16.30,18.4,26.1
2021-05-20,29.3,23.4,8.40,16.6,25.7
2021-05-21,27.5,23.9,13.80,17.3,25.1
2021-05-22,29.2,23.7,13.00,16.3,25.5
2021-05-23,29.9,24.1,7.20,17.3,26.6
2021-05-24,30.5,24.0,7.10,22.7,27.0
2021-05-25,29.3,23.3,35.10,22.5,25.5
2021-05-26,25.9,23.1,103.30,22.4,24.0
2021-05-27,29.1,23.3,6.70,24.9,25.8
2021-05-28,29.5,23.4,6.70,20.9,26.1
2021-05-29,27.8,23.5,14.00,20.2,25.2
2021-05-30,29.1,24.0,4.00,22.9,26.2
2021-05-31,29.4,23.7,10.70,19.6,25.8
2021-06-01,29.5,23.8,8.70,18.2,25.8
2021-06-02,30.6,23.9,8.90,17.1,26.6
2021-06-03,28.9,23.8,14.70,14.3,26.0
2021-06-04,29.3,24.2,6.90,18.4,25.7
2021-06-05,28.3,23.2,35.80,15.7,24.7
2021-06-06,28.0,23.5,12.20,17.1,25.2
2021-06-07,29.9,24.1,7.50,16.8,26.4
2021-06-08,29.0,23.7,9.10,22.9,25.7
2021-06-09,28.2,23.6,4.30,23.4,25.5
2021-06-10,27.6,23.3,3.00,21.3,24.9
2021-06-11,28.6,23.4,7.80,24.9,25.4
2021-06-12,28.0,22.5,19.70,22.0,24.4
2021-06-13,26.9,22.0,23.20,24.0,23.6
2021-06-14,24.5,21.3,31.50,20.3,22.9
2021-06-15,27.0,22.4,53.10,23.7,24.1
2021-06-16,27.0,22.5,34.40,23.9,24.0
2021-06-17,26.5,22.7,21.90,21.1,23.8
2021-06-18,26.5,23.0,9.50,18.5,24.4
2021-06-19,27.0,22.7,4.10,21.2,24.4
2021-06-20,27.8,23.0,4.50,21.0,25.1
2021-06-21,29.2,23.2,2.90,20.9,25.6
2021-06-22,29.5,23.5,8.70,17.1,25.5
2021-06-23,29.8,23.2,14.10,16.4,25.3
2021-06-24,29.5,22.8,0.50,20.2,25.8
2021-06-25,29.8,23.4,2.00,20.2,26.0
2021-06-26,27.4,22.9,8.40,19.5,24.6
2021-06-27,29.0,22.9,17.00,20.2,25.3
2021-06-28,28.4,23.5,16.30,19.5,25.3
2021-06-29,30.8,23.5,4.60,16.8,26.4
2021-06-30,31.3,23.4,1.70,17.7,26.9
2021-07-01,28.4,23.0,20.60,15.1,25.2
2021-07-02,28.8,23.2,3.70,18.0,25.5
2021-07-03,29.2,23.4,11.60,15.5,25.5
2021-07-04,29.1,23.5,10.20,13.1,25.4
2021-07-05,28.9,23.5,2.80,19.2,25.6
2021-07-06,30.6,23.4,2.30,17.0,26.3
2021-07-07,29.6,23.4,9.90,14.4,25.6
2021-07-08,28.8,23.1,11.30,19.1,25.6
2021-07-09,27.5,23.0,30.50,18.9,24.1
2021-07-10,24.2,21.4,87.10,22.7,22.8
2021-07-11,24.0,21.9,20.40,19.9,23.1
2021-07-12,25.6,22.4,16.10,21.6,23.7
2021-07-13,26.4,22.5,18.80,26.1,24.2
2021-07-14,25.5,22.0,12.40,21.6,23.6
2021-07-15,27.4,22.1,10.20,23.1,24.2
2021-07-16,25.9,22.7,12.30,16.9,23.8
2021-07-17,29.0,22.8,4.90,21.9,25.3
2021-07-18,25.0,22.5,23.80,22.6,23.3
2021-07-19,27.2,22.5,9.00,26.7,24.1
2021-07-20,27.6,22.8,6.40,26.5,24.7
2021-07-21,26.1,22.1,21.80,27.2,23.8
