latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
10.790861,76.6313,88.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),wind_speed_10m_max (km/h),temperature_2m_mean (°C)
2017-05-05,35.0,25.8,5.20,17.0,28.7
2017-05-06,34.9,25.2,4.60,19.1,28.7
2017-05-07,33.0,23.2,13.60,15.3,27.5
2017-05-08,32.7,24.2,1.10,16.6,28.5
2017-05-09,30.9,24.6,12.30,16.3,27.6
2017-05-10,33.2,24.1,6.20,16.1,27.9
2017-05-11,31.5,24.6,4.70,14.5,27.7
2017-05-12,32.7,24.5,6.50,15.9,27.7
2017-05-13,34.2,24.9,6.40,15.8,28.3
2017-05-14,33.0,23.9,4.60,22.3,27.8
2017-05-15,32.2,25.5,1.70,22.4,28.3
2017-05-16,32.2,24.6,5.60,18.4,28.4
2017-05-17,33.0,25.0,2.10,19.8,28.5
2017-05-18,34.2,24.8,2.60,19.7,28.5
2017-05-19,32.5,24.5,0.50,20.8,28.3
2017-05-20,31.4,24.2,14.40,18.7,27.5
2017-05-21,31.5,24.0,9.40,19.0,27.5
2017-05-22,30.1,25.5,6.10,18.1,27.1
2017-05-23,31.5,24.9,11.60,17.6,27.9
2017-05-24,30.2,25.5,11.60,16.2,27.4
2017-05-25,30.4,24.4,18.80,19.6,26.9
2017-05-26,31.0,25.5,1.80,23.1,27.9
2017-05-27,29.7,25.3,13.40,19.1,27.3
2017-05-28,29.5,24.6,17.60,21.0,26.7
2017-05-29,30.3,23.5,13.20,24.4,26.3
2017-05-30,26.1,23.3,32.10,17.4,24.5
2017-05-31,26.0,23.4,19.90,18.1,24.6
2017-06-01,27.6,23.3,26.30,15.9,25.0
2017-06-02,28.0,23.8,19.90,20.4,25.2
2017-06-03,25.7,23.7,38.10,21.8,24.6
2017-06-04,28.5,24.2,8.50,18.8,26.0
2017-06-05,28.0,24.1,5.90,20.5,25.8
2017-06-06,28.9,23.6,4.60,19.9,25.4
2017-06-07,28.9,23.6,2.70,23.2,25.3
2017-06-08,29.1,23.5,4.00,22.5,26.0
2017-06-09,27.0,23.3,3.30,20.6,25.0
2017-06-10,24.8,22.6,55.90,20.3,23.4
2017-06-11,24.6,22.4,23.60,18.5,23.4
2017-06-12,25.4,23.0,17.30,19.1,23.9
2017-06-13,26.1,23.6,13.10,18.4,24.7
2017-06-14,27.7,24.0,6.40,18.9,25.6
2017-06-15,28.0,24.2,3.70,19.1,26.0
2017-06-16,27.9,23.8,7.70,16.3,25.5
2017-06-17,28.7,23.9,3.60,21.9,25.9
2017-06-18,29.0,23.8,6.90,21.7,25.9
2017-06-19,28.6,24.0,3.30,20.2,25.9
2017-06-20,28.2,23.6,4.30,17.7,25.1
2017-06-21,26.7,23.2,9.50,17.7,24.5
2017-06-22,27.2,23.0,6.30,18.7,24.9
2017-06-23,26.5,23.1,7.30,19.4,24.4
2017-06-24,26.6,22.1,26.50,25.4,23.7
2017-06-25,24.8,22.2,33.70,18.6,23.2
2017-06-26,25.5,22.0,56.10,21.0,23.5
2017-06-27,23.8,21.5,63.90,16.9,22.5
2017-06-28,26.3,22.0,22.60,15.3,23.0
2017-06-29,27.7,23.2,3.80,20.0,24.7
2017-06-30,26.8,23.0,5.20,19.8,24.8
2017-07-01,27.5,22.8,6.70,19.9,24.6
2017-07-02,26.5,23.0,5.50,22.4,24.6
2017-07-03,24.8,23.0,28.60,17.4,23.7
2017-07-04,28.0,22.9,2.40,22.1,25.6
2017-07-05,29.2,23.2,2.60,22.3,25.7
2017-07-06,26.6,23.0,5.30,21.1,24.4
2017-07-07,27.5,23.4,5.10,23.1,25.1
2017-07-08,26.9,22.5,5.70,18.8,24.6
2017-07-09,27.2,22.6,4.80,19.8,24.7
2017-07-10,27.2,22.9,4.70,17.7,24.8
2017-07-11,26.3,22.8,4.80,22.0,24.4
2017-07-12,27.8,23.4,2.00,21.0,25.3
2017-07-13,27.5,22.2,9.50,22.0,24.5
2017-07-14,27.1,22.4,3.20,19.4,24.2
2017-07-15,27.1,22.6,3.40,18.2,24.6
2017-07-16,26.1,22.9,10.20,22.7,24.3
2017-07-17,25.5,22.3,18.10,21.5,23.7
2017-07-18,25.6,22.1,31.00,22.3,23.5
2017-07-19,26.0,22.4,55.30,24.6,23.5
2017-07-20,25.4,22.8,37.70,22.0,23.8
2017-07-21,28.1,22.5,7.90,23.0,24.5
2017-07-22,28.5,23.0,2.50,20.4,25.8
2017-07-23,29.5,23.4,0.70,23.1,26.3
2017-07-24,29.3,23.6,4.30,24.4,26.2
2017-07-25,30.6,23.4,0.00,24.7,26.9
2017-07-26,29.6,24.0,0.10,26.1,26.4
2017-07-27,29.8,23.0,1.10,23.8,26.0
2017-07-28,28.6,22.9,4.40,24.0,25.3
2017-07-29,30.4,23.5,0.90,21.1,26.5
2017-07-30,29.2,23.9,8.30,18.8,26.1
2017-07-31,28.5,23.5,8.30,18.8,25.6
2017-08-01,30.0,24.2,3.40,18.9,26.4
2017-08-02,28.3,23.6,3.70,21.0,25.7
2017-08-03,26.1,22.5,15.80,22.1,24.2
2017-08-04,27.5,22.9,9.50,25.6,24.9
2017-08-05,26.2,23.1,12.80,21.7,24.3
2017-08-06,27.4,23.6,4.60,20.8,25.1
2017-08-07,27.6,23.6,11.30,21.0,25.2
2017-08-08,28.8,23.1,5.50,18.8,25.7
2017-08-09,27.4,23.4,8.60,17.3,24.8
2017-08-10,28.4,23.5,16.20,13.1,25.3
2017-08-11,26.0,22.8,12.40,19.2,23.9
2017-08-12,29.9,23.0,2.30,19.9,26.0
2017-08-13,28.1,23.6,1.40,16.3,25.4
2017-08-14,29.0,23.6,12.80,15.7,25.5
2017-08-15,28.7,22.5,10.90,14.0,24.9
2017-08-16,27.3,23.0,7.30,16.9,24.2
2017-08-17,27.4,22.8,7.90,18.3,24.5
2017-08-18,26.2,22.4,21.60,19.9,23.8
2017-08-19,25.2,22.5,19.40,19.7,23.4
2017-08-20,26.8,22.4,20.60,23.0,23.8
2017-08-21,24.3,22.3,34.30,17.3,23.2
2017-08-22,25.2,22.5,8.10,18.4,23.6
2017-08-23,28.0,23.2,9.30,19.2,25.3
2017-08-24,29.1,23.6,5.00,15.7,25.3
2017-08-25,28.4,22.9,3.20,19.0,25.1
2017-08-26,28.3,22.8,10.30,22.5,24.6
2017-08-27,26.5,22.6,30.40,22.3,23.8
2017-08-28,24.0,22.8,55.00,21.6,23.4
2017-08-29,24.2,22.5,69.10,24.7,23.1
2017-08-30,27.6,23.0,6.60,18.4,24.8
2017-08-31,29.9,23.6,0.20,18.4,26.4
2017-09-01,30.7,23.8,15.90,13.0,26.1
2017-09-02,30.5,23.2,10.30,12.7,25.8
2017-09-03,28.8,23.5,13.20,14.4,25.4
2017-09-04,29.8,23.7,5.30,14.1,26.3
2017-09-05,31.5,23.1,25.50,15.8,25.9
2017-09-06,28.0,23.2,9.30,14.2,25.2
2017-09-07,29.0,23.5,5.20,16.4,25.4
2017-09-08,28.0,23.5,28.90,15.3,25.5
2017-09-09,26.6,23.2,38.50,15.8,24.9
2017-09-10,28.8,23.8,9.10,14.8,25.8
2017-09-11,30.4,23.3,7.10,12.0,25.9
2017-09-12,29.0,23.6,17.10,9.4,26.3
2017-09-13,31.5,24.0,30.30,11.9,26.6
2017-09-14,27.5,23.5,11.70,21.6,24.8
2017-09-15,28.1,22.5,8.70,16.2,25.1
2017-09-16,25.9,22.5,51.90,20.6,23.8
2017-09-17,25.0,22.2,124.30,22.8,23.4
2017-09-18,24.2,21.9,24.50,19.8,22.9
2017-09-19,25.3,22.1,10.50,21.7,23.6
2017-09-20,26.5,22.2,17.50,20.6,23.7
2017-09-21,26.7,22.6,7.50,17.4,24.2
2017-09-22,29.8,22.7,0.50,18.4,25.8
2017-09-23,30.7,23.1,0.00,14.1,26.2
2017-09-24,29.8,23.0,5.40,15.9,26.0
2017-09-25,26.8,23.1,10.50,15.2,24.9
2017-09-26,28.2,22.9,15.80,16.4,24.8
2017-09-27,25.9,22.6,37.40,15.5,23.9
2017-09-28,24.4,22.5,38.30,19.0,23.3
2017-09-29,26.4,22.8,7.30,16.6,24.4
2017-09-30,28.5,23.1,8.50,17.7,25.3
2017-10-01,27.5,23.3,13.00,16.7,24.8
2017-10-02,28.2,22.9,9.60,16.9,24.9
2017-10-03,29.4,23.5,3.80,19.1,25.8
2017-10-04,29.8,24.0,5.30,18.3,26.1
2017-10-05,28.6,23.6,14.20,15.3,25.7
2017-10-06,27.9,23.7,2.80,14.2,25.6
2017-10-07,28.9,23.8,3.10,14.5,25.9
2017-10-08,29.2,23.5,4.90,18.3,25.7
2017-10-09,29.1,23.2,9.30,16.1,25.9
2017-10-10,29.5,24.4,6.60,15.6,26.3
2017-10-11,29.7,23.6,5.40,14.7,26.1
2017-10-12,26.7,24.0,12.20,13.8,25.1
2017-10-13,28.6,23.4,19.20,13.4,25.0
2017-10-14,25.0,22.7,22.50,13.5,23.8
2017-10-15,26.1,22.7,6.30,14.8,24.0
2017-10-16,28.0,23.1,6.00,19.4,24.8
2017-10-17,26.4,23.0,10.00,11.5,24.3
2017-10-18,27.4,23.6,1.80,15.8,25.3
2017-10-19,29.6,23.9,3.00,14.0,26.4
2017-10-20,28.9,24.2,3.00,17.2,25.9
2017-10-21,27.9,23.5,51.30,14.2,25.0
2017-10-22,29.1,23.0,5.90,13.7,25.6
2017-10-23,30.2,21.4,0.00,14.8,25.5
2017-10-24,30.1,21.6,0.00,12.3,25.4
2017-10-25,29.7,22.2,3.10,10.6,26.2
2017-10-26,29.0,23.0,10.10,13.3,25.5
2017-10-27,28.2,23.0,12.00,12.8,25.0
2017-10-28,30.4,23.4,2.30,15.8,26.1
2017-10-29,31.5,23.1,0.80,14.0,26.9
2017-10-30,30.8,23.4,0.20,12.3,26.9
2017-10-31,28.9,23.0,3.50,17.5,25.8
2017-11-01,29.5,23.5,0.30,14.7,26.3
2017-11-02,30.0,23.4,1.40,16.0,25.8
2017-11-03,30.8,23.6,0.10,19.2,26.9
2017-11-04,29.6,23.1,1.50,15.5,25.7
2017-11-05,29.5,22.8,2.00,20.2,25.4
2017-11-06,28.9,23.0,10.10,19.1,25.4
2017-11-07,29.3,23.2,2.20,15.6,25.8
2017-11-08,28.8,22.8,5.10,18.5,25.5
2017-11-09,29.5,22.5,2.10,11.3,25.6
2017-11-10,30.9,22.6,0.00,14.9,26.6
2017-11-11,29.8,22.8,0.10,13.8,26.3
2017-11-12,30.5,23.1,0.20,11.2,26.4
2017-11-13,30.3,22.0,0.00,10.9,25.9
2017-11-14,29.4,23.1,0.30,16.1,25.8
2017-11-15,29.0,22.2,0.60,17.3,25.2
2017-11-16,29.5,22.0,0.00,11.9,25.6
2017-11-17,32.0,22.9,0.90,11.0,26.9
2017-11-18,32.8,24.0,0.00,17.2,27.5
2017-11-19,30.7,23.8,7.80,12.7,26.5
2017-11-20,31.5,23.9,10.30,14.1,27.0
2017-11-21,32.3,24.6,1.10,16.2,27.7
2017-11-22,31.5,24.1,7.30,15.9,27.6
2017-11-23,33.4,24.2,0.10,21.3,27.6
2017-11-24,31.9,24.4,0.90,13.2,27.8
2017-11-25,33.5,25.0,0.00,18.4,28.3
2017-11-26,32.5,23.4,0.20,16.6,27.7
2017-11-27,31.6,24.2,3.80,19.9,27.2
2017-11-28,32.0,24.0,0.10,19.9,27.6
2017-11-29,33.0,24.6,0.00,26.6,28.1
2017-11-30,30.1,23.9,28.90,29.1,26.5
2017-12-01,28.8,23.3,17.70,23.9,25.0
2017-12-02,28.4,23.2,0.40,21.0,25.5
2017-12-03,28.8,23.0,0.00,19.9,25.7
2017-12-04,30.1,23.4,0.00,18.5,26.3
2017-12-05,29.6,22.8,0.90,15.9,25.6
2017-12-06,29.1,22.9,1.30,9.8,25.6
2017-12-07,29.8,22.9,0.60,9.6,25.8
2017-12-08,31.0,23.0,1.70,12.5,26.5
2017-12-09,32.5,22.8,0.00,15.5,27.0
2017-12-10,32.3,23.4,0.80,18.0,27.3
2017-12-11,33.0,23.9,0.60,13.2,27.5
2017-12-12,31.0,23.6,0.90,14.3,26.6
2017-12-13,29.8,23.4,8.80,10.2,25.6
2017-12-14,32.0,23.5,0.20,15.5,26.9
2017-12-15,32.8,23.8,0.00,19.9,27.8
2017-12-16,32.5,23.0,0.00,26.4,27.5
2017-12-17,33.5,22.1,0.00,26.5,27.3
2017-12-18,31.5,21.9,0.00,22.4,26.3
2017-12-19,32.5,22.0,0.00,27.2,27.5
2017-12-20,33.5,23.4,0.00,25.2,28.4
2017-12-21,33.9,23.1,0.00,23.9,27.3
2017-12-22,33.0,23.0,0.00,26.4,27.4
2017-12-23,32.8,22.8,0.00,24.0,27.5
2017-12-24,32.6,22.4,0.00,21.6,26.9
2017-12-25,33.0,23.0,0.10,16.6,27.8
2017-12-26,34.1,23.2,0.00,19.1,28.3
2017-12-27,33.5,22.2,0.00,22.4,27.5
2017-12-28,32.3,21.9,0.00,23.8,26.4
2017-12-29,31.9,21.5,0.00,22.0,26.3
2017-12-30,33.0,22.5,0.00,20.9,27.2
2017-12-31,32.7,22.8,0.00,19.8,26.8
2018-01-01,33.7,22.4,0.00,17.4,26.9
2018-01-02,33.3,21.9,0.20,19.3,27.0
2018-01-03,33.3,23.2,0.30,22.7,27.3
2018-01-04,33.0,23.8,0.00,20.0,27.7
2018-01-05,32.9,22.4,0.00,19.6,26.9
2018-01-06,33.1,21.8,0.50,21.6,26.7
2018-01-07,33.7,22.3,0.50,18.0,26.8
2018-01-08,32.6,21.8,0.00,21.3,26.5
2018-01-09,34.2,21.7,0.60,19.7,27.1
2018-01-10,31.5,23.6,0.00,27.4,27.0
2018-01-11,34.8,23.6,0.00,21.3,28.8
2018-01-12,33.4,24.9,0.50,17.7,28.8
2018-01-13,35.5,23.3,0.00,21.0,29.0
2018-01-14,35.2,22.6,0.00,21.3,28.5
2018-01-15,34.7,22.5,0.00,22.0,28.4
2018-01-16,34.7,23.4,0.10,18.5,28.4
2018-01-17,32.2,23.2,0.00,19.1,27.4
2018-01-18,33.7,21.8,0.00,22.0,27.4
2018-01-19,33.2,21.5,0.00,22.0,26.7
2018-01-20,33.4,21.5,0.00,22.3,26.8
2018-01-21,33.0,21.4,0.00,19.4,26.3
2018-01-22,33.5,21.1,1.40,20.2,26.6
2018-01-23,33.7,22.6,0.40,18.1,27.3
2018-01-24,33.5,22.9,0.00,13.9,28.0
2018-01-25,34.2,24.2,0.00,14.4,28.2
2018-01-26,34.7,23.2,0.00,18.7,27.8
2018-01-27,34.7,22.5,1.00,19.5,27.7
2018-01-28,34.7,23.5,0.60,19.8,27.9
2018-01-29,34.0,22.9,0.00,21.6,28.2
2018-01-30,34.3,22.5,0.00,19.4,27.8
2018-01-31,34.7,22.5,0.00,22.0,27.7
2018-02-01,34.8,22.5,0.00,23.1,28.0
2018-02-02,35.1,22.5,0.00,20.2,28.1
2018-02-03,33.8,21.9,0.00,24.9,27.3
2018-02-04,34.4,21.5,0.00,22.0,27.4
2018-02-05,34.7,22.2,0.00,23.0,28.5
2018-02-06,35.4,24.1,1.50,22.8,28.9
2018-02-07,34.2,24.1,0.50,17.4,27.8
2018-02-08,33.4,24.0,2.00,15.8,27.7
2018-02-09,33.5,23.1,12.10,15.8,27.3
2018-02-10,33.8,23.8,0.10,14.5,28.8
2018-02-11,35.8,23.8,0.00,20.2,28.6
2018-02-12,35.5,24.2,0.20,18.4,28.6
2018-02-13,35.7,23.8,0.00,17.6,29.0
2018-02-14,34.5,23.4,0.00,23.1,28.6
2018-02-15,35.5,23.8,0.00,24.3,29.3
2018-02-16,36.0,23.6,0.00,22.0,28.9
2018-02-17,35.6,23.7,0.00,19.1,28.6
2018-02-18,36.4,23.5,0.00,18.4,28.8
2018-02-19,35.9,23.4,0.00,19.1,29.3
2018-02-20,36.3,23.3,0.00,19.5,28.9
2018-02-21,36.3,23.3,0.00,18.7,28.8
2018-02-22,37.0,23.6,0.00,16.2,29.1
2018-02-23,36.0,23.6,0.00,20.3,28.8
2018-02-24,35.7,23.2,0.00,22.4,29.0
2018-02-25,36.2,23.5,0.00,21.3,29.5
2018-02-26,37.2,23.7,0.20,18.4,29.4
2018-02-27,37.0,25.2,0.00,23.0,31.0
2018-02-28,37.5,24.6,0.00,20.5,30.3
2018-03-01,37.2,24.7,0.00,18.4,30.2
2018-03-02,37.8,23.4,0.00,21.3,30.1
2018-03-03,38.5,23.5,0.00,20.3,29.9
2018-03-04,39.2,24.1,0.00,17.4,30.2
2018-03-05,38.2,24.2,0.00,15.1,30.0
2018-03-06,39.2,24.6,0.00,17.2,30.5
2018-03-07,38.2,24.4,0.00,17.5,30.0
2018-03-08,38.3,24.8,0.00,21.3,30.4
2018-03-09,38.5,24.6,0.00,22.4,30.8
2018-03-10,37.8,24.6,0.00,22.3,30.9
2018-03-11,38.2,25.6,0.00,23.4,31.1
2018-03-12,36.6,25.5,0.00,26.9,30.6
2018-03-13,33.3,26.4,1.00,26.3,29.0
2018-03-14,35.3,24.8,6.80,24.9,29.3
2018-03-15,34.5,24.9,1.90,17.6,28.2
2018-03-16,31.8,24.3,5.80,17.8,27.5
2018-03-17,34.1,24.8,3.70,14.6,28.0
2018-03-18,34.6,24.4,2.50,17.6,28.4
2018-03-19,34.1,24.9,4.10,15.5,28.5
2018-03-20,38.2,25.0,0.10,16.7,30.5
2018-03-21,35.8,24.8,0.70,21.0,29.2
2018-03-22,34.7,25.1,0.30,16.7,29.2
2018-03-23,35.2,25.5,1.80,14.7,29.4
2018-03-24,37.7,25.4,0.00,12.6,30.8
2018-03-25,39.3,25.6,0.00,21.5,31.2
2018-03-26,39.5,26.1,0.00,16.9,31.2
2018-03-27,39.4,25.9,1.30,27.9,30.5
2018-03-28,33.8,25.5,1.60,15.9,29.3
2018-03-29,35.3,25.4,2.90,17.9,29.4
2018-03-30,35.3,25.7,3.80,15.9,29.5
2018-03-31,32.0,26.1,1.50,15.3,28.5
2018-04-01,35.1,25.1,2.00,16.1,29.0
2018-04-02,34.3,24.5,2.80,19.4,28.5
2018-04-03,33.5,24.9,3.00,13.0,28.4
2018-04-04,35.9,25.6,0.50,18.3,29.4
2018-04-05,37.2,24.7,0.00,20.4,29.5
2018-04-06,35.8,25.0,1.20,16.2,29.4
2018-04-07,36.8,24.5,2.10,19.9,29.7
2018-04-08,37.7,24.6,1.40,18.6,29.9
2018-04-09,35.7,25.4,2.60,17.7,29.7
2018-04-10,38.4,23.9,7.10,22.8,29.8
2018-04-11,36.9,23.6,2.60,21.0,29.4
2018-04-12,35.2,24.0,7.80,16.9,28.6
2018-04-13,36.8,25.0,1.40,22.1,29.0
2018-04-14,36.3,24.0,2.90,16.6,28.8
2018-04-15,31.2,24.9,9.50,13.0,27.3
2018-04-16,35.2,24.4,1.80,17.4,29.1
2018-04-17,33.4,25.3,0.50,18.8,28.7
2018-04-18,34.3,25.2,2.80,15.1,28.4
2018-04-19,32.5,25.5,2.30,17.1,28.7
2018-04-20,34.5,25.6,3.30,16.6,28.9
2018-04-21,35.0,24.3,32.40,15.2,28.4
2018-04-22,31.8,25.0,3.90,15.9,28.1
2018-04-23,35.5,25.0,2.00,17.9,29.6
2018-04-24,34.3,25.6,1.40,18.7,29.3
2018-04-25,32.5,25.0,4.10,16.8,28.6
2018-04-26,33.0,26.1,2.00,12.8,29.2
2018-04-27,37.0,26.0,1.70,13.8,30.2
2018-04-28,37.5,26.1,0.70,18.7,30.1
2018-04-29,34.7,26.0,0.90,17.3,29.1
2018-04-30,33.9,26.0,3.90,17.4,29.5
2018-05-01,33.0,26.4,0.40,17.6,28.8
2018-05-02,34.8,25.8,1.40,19.5,29.1
2018-05-03,34.2,24.0,7.50,14.8,28.2
2018-05-04,34.2,25.0,0.30,15.6,29.1
2018-05-05,33.0,25.4,1.20,14.7,28.3
2018-05-06,31.2,25.9,0.80,15.5,28.1
2018-05-07,34.1,24.9,1.70,19.4,28.6
2018-05-08,32.8,23.6,8.80,22.6,27.2
2018-05-09,33.4,24.2,4.50,15.9,27.8
2018-05-10,32.5,24.8,7.50,13.8,27.6
2018-05-11,33.4,24.6,0.70,15.9,28.0
2018-05-12,31.9,25.1,1.40,18.4,27.4
2018-05-13,32.5,24.4,1.10,13.7,27.6
2018-05-14,31.5,24.6,2.00,16.0,27.7
2018-05-15,35.5,25.0,0.10,14.8,29.5
2018-05-16,31.7,25.4,5.50,12.8,27.4
2018-05-17,31.6,24.4,7.20,14.8,27.1
2018-05-18,30.7,24.7,1.50,15.2,27.6
2018-05-19,32.0,24.5,0.40,18.1,27.9
2018-05-20,32.1,25.0,5.00,18.6,27.4
2018-05-21,31.0,25.1,3.30,17.7,27.4
2018-05-22,33.7,25.4,1.90,19.9,28.3
2018-05-23,29.5,24.1,3.60,19.5,26.9
2018-05-24,32.8,24.4,1.80,19.8,27.6
2018-05-25,29.5,23.7,6.70,16.6,25.8
2018-05-26,30.4,23.6,3.80,10.3,27.2
2018-05-27,31.4,24.5,6.30,15.3,27.4
2018-05-28,31.6,23.8,51.90,18.6,26.7
2018-05-29,28.4,23.5,15.80,23.5,25.2
2018-05-30,28.2,23.8,5.90,18.7,25.7
2018-05-31,29.1,24.7,6.30,15.5,26.6
2018-06-01,29.4,24.9,1.40,18.7,26.8
2018-06-02,29.4,24.5,14.70,13.7,26.2
2018-06-03,26.8,23.6,105.70,16.0,25.1
2018-06-04,26.1,23.4,12.10,13.8,24.6
2018-06-05,28.4,23.9,14.00,17.1,25.4
2018-06-06,28.5,23.6,14.80,17.3,25.7
2018-06-07,26.8,23.5,35.60,23.7,24.8
2018-06-08,27.6,23.4,39.80,31.0,24.7
2018-06-09,27.1,23.8,61.60,32.2,24.9
2018-06-10,26.5,23.2,35.30,24.5,24.6
2018-06-11,26.1,23.4,41.10,26.4,24.5
2018-06-12,26.3,23.0,32.90,24.9,24.4
2018-06-13,28.2,23.1,23.00,20.8,24.7
2018-06-14,26.0,23.0,23.30,20.2,24.3
2018-06-15,26.4,22.9,16.20,18.1,24.4
2018-06-16,28.0,23.2,16.30,18.9,24.9
2018-06-17,27.5,23.0,7.40,22.0,25.0
2018-06-18,26.9,22.1,23.70,22.0,24.1
2018-06-19,27.2,22.6,32.50,24.9,24.1
2018-06-20,26.5,23.0,32.00,25.7,24.2
2018-06-21,25.5,23.0,19.60,19.8,23.8
2018-06-22,27.2,22.7,34.20,19.7,24.4
2018-06-23,25.9,22.8,25.70,21.4,24.0
2018-06-24,27.0,23.0,19.00,19.8,24.6
2018-06-25,27.1,22.6,35.00,22.4,24.1
2018-06-26,27.8,22.4,11.40,22.5,24.2
2018-06-27,26.5,22.0,19.60,22.1,23.8
2018-06-28,26.0,22.0,18.00,20.2,23.3
2018-06-29,25.8,22.5,30.50,19.0,23.9
2018-06-30,27.5,22.7,10.90,17.3,24.9
2018-07-01,28.4,23.0,6.20,16.6,25.1
2018-07-02,27.9,23.0,10.50,20.2,24.6
2018-07-03,28.5,22.8,5.40,19.6,25.4
2018-07-04,29.0,21.9,3.80,20.5,25.7
2018-07-05,28.9,22.7,6.10,22.7,25.8
2018-07-06,27.8,22.9,4.60,26.4,25.5
2018-07-07,26.5,23.0,20.40,23.4,24.2
2018-07-08,25.8,22.9,29.90,23.2,23.9
2018-07-09,25.5,22.4,36.30,24.3,23.7
2018-07-10,25.9,22.2,48.00,27.4,23.8
2018-07-11,26.5,21.9,29.90,26.3,23.4
2018-07-12,26.0,22.2,37.20,21.3,23.6
2018-07-13,25.6,22.4,44.80,30.1,23.7
2018-07-14,27.2,22.9,30.10,29.2,24.2
2018-07-15,27.1,22.5,53.30,29.3,24.0
2018-07-16,27.0,22.1,42.10,27.4,24.2
2018-07-17,27.1,22.1,32.20,27.0,24.0
2018-07-18,25.8,22.4,23.20,26.6,23.5
2018-07-19,24.1,22.0,56.80,23.1,23.0
2018-07-20,25.4,22.5,19.00,23.5,23.4
2018-07-21,26.6,22.6,20.70,27.2,24.0
2018-07-22,27.6,22.7,10.70,29.2,24.7
2018-07-23,26.9,22.7,19.20,25.6,24.3
2018-07-24,27.6,22.9,13.30,26.3,24.5
2018-07-25,27.6,22.9,10.50,24.5,24.9
2018-07-26,27.9,22.9,7.60,23.3,24.7
2018-07-27,27.2,23.0,7.20,25.7,24.7
2018-07-28,27.1,22.5,10.90,22.7,24.5
2018-07-29,27.5,23.0,11.60,21.0,24.9
2018-07-30,26.5,22.4,13.80,20.2,24.4
2018-07-31,25.9,22.5,14.10,19.8,23.7
2018-08-01,27.0,22.8,4.90,22.4,24.7
2018-08-02,29.1,22.9,3.00,21.3,25.6
2018-08-03,26.3,22.5,2.40,21.3,24.3
2018-08-04,27.5,23.2,4.60,23.4,25.1
2018-08-05,28.2,22.4,4.30,26.1,25.4
2018-08-06,26.4,21.8,13.20,26.2,24.0
2018-08-07,26.1,21.6,28.90,24.5,23.4
2018-08-08,26.5,22.0,28.70,23.9,23.3
2018-08-09,26.8,22.4,10.80,24.0,24.0
2018-08-10,27.2,22.6,6.40,25.9,24.1
2018-08-11,25.5,22.0,7.70,22.3,23.5
2018-08-12,26.2,21.6,27.90,23.1,23.0
2018-08-13,26.6,22.0,27.40,24.9,23.6
2018-08-14,26.6,22.3,88.20,26.8,23.6
2018-08-15,25.0,22.5,90.10,29.0,23.2
2018-08-16,24.4,22.1,85.40,27.3,23.1
2018-08-17,26.2,22.5,34.00,29.2,23.9
2018-08-18,26.8,22.1,25.20,26.2,23.9
2018-08-19,26.6,22.7,7.80,27.4,24.3
2018-08-20,27.2,21.9,8.00,25.7,23.8
2018-08-21,27.0,22.3,5.80,24.5,24.4
2018-08-22,29.0,22.6,9.40,24.9,25.2
2018-08-23,29.5,23.4,0.60,24.3,25.8
2018-08-24,28.9,22.6,0.80,20.8,25.5
2018-08-25,30.0,23.1,2.20,22.0,25.8
2018-08-26,28.3,23.1,5.40,22.3,25.1
2018-08-27,28.4,22.5,4.60,22.7,24.7
2018-08-28,27.4,22.5,5.50,20.9,24.2
2018-08-29,27.7,22.6,4.70,22.9,24.7
2018-08-30,28.9,22.8,5.00,20.9,25.4
2018-08-31,28.2,23.2,3.90,21.8,25.2
2018-09-01,28.3,23.0,8.90,18.9,25.0
2018-09-02,28.6,22.7,4.70,20.2,25.1
2018-09-03,30.1,22.8,2.10,19.1,25.6
2018-09-04,30.0,22.5,0.90,21.8,25.4
2018-09-05,29.1,22.5,0.80,20.0,25.3
2018-09-06,28.5,22.6,1.80,22.4,25.0
2018-09-07,28.7,22.4,1.50,20.5,25.0
2018-09-08,30.1,22.2,0.90,19.1,25.7
2018-09-09,30.5,23.0,0.00,17.0,25.9
2018-09-10,30.8,23.4,0.10,16.7,26.0
2018-09-11,31.4,23.4,0.60,15.6,26.5
2018-09-12,31.8,23.6,0.60,16.5,26.6
2018-09-13,31.5,22.8,0.60,21.2,26.0
2018-09-14,31.3,23.4,0.10,18.6,26.5
2018-09-15,32.0,23.2,0.60,20.1,26.9
2018-09-16,29.8,23.6,2.40,14.7,26.1
2018-09-17,29.1,23.2,9.40,18.8,25.1
2018-09-18,28.7,23.0,10.70,21.7,25.3
2018-09-19,29.9,22.8,4.90,21.7,25.3
2018-09-20,30.6,22.8,1.50,21.3,25.6
2018-09-21,30.4,22.2,0.90,21.3,26.1
2018-09-22,31.2,22.9,1.90,19.8,26.5
2018-09-23,32.7,22.9,15.10,18.9,26.7
2018-09-24,29.0,23.0,9.00,10.5,25.5
2018-09-25,31.6,23.5,0.50,14.1,27.0
2018-09-26,31.4,23.0,3.30,14.4,26.5
2018-09-27,31.5,23.0,3.60,12.5,26.6
2018-09-28,31.0,23.0,24.20,11.7,25.9
2018-09-29,29.8,23.5,9.30,10.7,26.2
